-0.087931,-0.11639,-0.98661
-0.11056,-0.1407,-0.97978
-0.074956,-0.14647,-0.98293
-0.057614,-0.11264,-0.98995
-0.042228,-0.144,-0.98583
-0.025622,-0.11108,-0.99185
-0.0088117,-0.14234,-0.98721
0.0072194,-0.1097,-0.99242
0.026223,-0.13981,-0.98727
0.041125,-0.10816,-0.9916
0.060496,-0.13936,-0.98547
0.074748,-0.10717,-0.98927
0.094155,-0.13815,-0.98238
0.1082,-0.10538,-0.98564
-0.1187,-0.071964,-0.98788
-0.14711,-0.091698,-0.98104
-0.11582,-0.10404,-0.98473
-0.082763,-0.083562,-0.99132
-0.047656,-0.080297,-0.99454
-0.013511,-0.07844,-0.99603
0.020609,-0.077357,-0.99599
0.054889,-0.076083,-0.99448
0.089049,-0.074742,-0.99152
0.14177,-0.10206,-0.98074
0.12336,-0.072867,-0.98709
0.15859,-0.069027,-0.98112
-0.12219,-0.035,-0.98985
-0.1492,-0.055994,-0.984
-0.094399,-0.051964,-0.99272
-0.06414,-0.049748,-0.99587
-0.032327,-0.046907,-0.99797
0.000801,-0.045928,-0.99868
0.034568,-0.045079,-0.99798
0.068619,-0.043939,-0.99584
0.10258,-0.042479,-0.99227
0.1362,-0.041049,-0.98727
-0.11734,-0.0016224,-0.99135
-0.15104,-0.019558,-0.9854
-0.088409,-0.019294,-0.99487
-0.055688,-0.015782,-0.9979
-0.021316,-0.01453,-0.99958
0.013443,-0.013892,-0.99977
0.04822,-0.013069,-0.99844
0.082932,-0.011892,-0.9956
0.11755,-0.010244,-0.99126
0.1518,-0.0094329,-0.98544
-0.11868,0.029586,-0.99061
-0.15065,0.013447,-0.9856
-0.081604,0.01383,-0.99571
-0.044364,0.015733,-0.99861
-0.0078789,0.016738,-0.99979
0.027813,0.017612,-0.99932
0.062956,0.018628,-0.9973
0.097616,0.019961,-0.99378
0.13145,0.022077,-0.98883
0.16299,0.021326,-0.98297
-0.11854,0.06561,-0.98846
-0.14985,0.047186,-0.98445
-0.09136,0.046281,-0.99342
-0.060372,0.046501,-0.99636
-0.02588,0.047123,-0.99819
0.0093564,0.048095,-0.9985
0.044719,0.049055,-0.99724
0.080192,0.050089,-0.9944
0.1158,0.051638,-0.9899
0.15225,0.053908,-0.98356
-0.11768,0.097856,-0.98525
-0.15015,0.080937,-0.98165
-0.082716,0.078946,-0.99179
